[4, 2, 1, 2, 1, 1],85.86333333333334
[3, 3, 4, 1, 3, 1],93.66000000000001
[4, 3, 3, 4, 4, 4],85.74000000000001
[4, 1, 0, 0, 0, 1],86.61666666666667
[1, 1, 2, 1, 1, 2],88.21666666666668
[2, 1, 2, 3, 0, 4],91.08666666666666
[3, 0, 0, 4, 3, 3],92.50666666666666
[0, 1, 4, 1, 3, 3],91.99000000000001
[2, 4, 1, 1, 0, 3],92.09666666666665
[4, 0, 0, 1, 0, 3],86.44333333333334
[3, 3, 3, 0, 0, 0],10.0
[3, 3, 4, 0, 3, 4],91.58333333333333
[0, 0, 0, 0, 3, 4],10.0
[0, 4, 1, 3, 2, 2],91.81666666666666
[3, 0, 2, 3, 0, 0],92.01333333333334
[1, 4, 1, 1, 0, 4],58.78333333333333
[1, 1, 3, 1, 0, 3],93.09666666666668
[4, 1, 2, 2, 1, 2],89.43333333333332
[4, 4, 3, 3, 1, 2],91.42666666666668
[3, 3, 2, 4, 4, 0],88.72000000000001
[0, 4, 4, 1, 3, 3],90.07000000000001
[2, 0, 0, 2, 3, 0],92.22333333333334
[4, 4, 0, 3, 4, 2],89.93333333333332
[1, 4, 3, 3, 3, 4],90.19333333333333
[1, 1, 2, 0, 1, 4],87.09999999999998
[1, 0, 1, 0, 0, 1],86.54
[2, 2, 2, 2, 4, 1],90.04666666666667
[4, 1, 2, 2, 2, 0],90.26666666666665
[2, 4, 1, 1, 4, 1],86.33666666666666
[3, 4, 0, 4, 4, 0],88.84666666666668
[0, 1, 0, 3, 1, 0],91.93666666666665
[1, 2, 0, 4, 3, 4],90.92
[1, 2, 1, 0, 1, 3],92.37666666666667
[2, 0, 1, 2, 3, 4],91.91000000000001
[2, 0, 4, 3, 0, 1],91.62
[1, 4, 0, 2, 0, 3],91.39
[4, 3, 1, 4, 3, 2],91.08
[2, 1, 1, 0, 4, 1],89.68
[3, 4, 1, 0, 3, 2],92.23333333333333
[1, 2, 0, 1, 2, 1],89.39
[0, 1, 3, 0, 2, 4],75.44333333333333
[2, 3, 0, 2, 0, 0],88.67
[0, 3, 2, 1, 0, 3],93.60333333333334
[0, 4, 0, 3, 4, 3],91.73
[4, 1, 2, 0, 1, 4],79.64333333333333
[1, 1, 0, 0, 2, 1],89.59333333333332
[1, 4, 4, 4, 3, 3],91.05333333333333
[0, 1, 4, 3, 3, 4],91.06666666666668
[1, 0, 4, 1, 1, 2],86.55
[3, 4, 0, 2, 1, 1],91.41666666666667
[2, 3, 2, 3, 1, 2],93.12666666666667
[0, 4, 1, 1, 3, 2],88.36
[3, 3, 4, 1, 4, 2],93.28000000000002
[4, 4, 1, 4, 1, 1],52.053333333333335
[4, 2, 1, 3, 1, 3],91.29
[1, 1, 4, 0, 1, 0],86.75666666666666
[3, 4, 4, 1, 2, 2],93.39
[0, 3, 4, 4, 4, 0],75.95333333333333
[1, 0, 4, 4, 1, 1],62.339999999999996
[1, 2, 4, 2, 2, 4],88.87
[0, 2, 1, 2, 1, 2],89.14999999999999
[2, 1, 3, 0, 4, 4],88.78333333333335
[2, 3, 4, 2, 0, 1],92.28333333333335
[3, 2, 3, 2, 4, 4],92.42333333333333
[4, 2, 3, 3, 3, 2],92.71999999999998
[3, 3, 4, 2, 3, 2],93.49333333333334
[0, 0, 1, 4, 4, 4],75.72666666666667
[3, 2, 1, 3, 3, 2],93.36666666666666
[3, 1, 1, 2, 4, 0],91.58999999999999
[0, 3, 0, 1, 0, 3],93.70666666666666
[0, 1, 3, 3, 0, 0],91.98333333333333
[1, 4, 0, 2, 3, 4],90.59666666666668
[0, 0, 1, 1, 2, 1],86.44333333333333
[3, 4, 3, 0, 4, 4],89.50666666666666
[3, 0, 0, 0, 0, 2],10.0
[3, 1, 0, 4, 0, 4],73.24000000000001
[1, 0, 1, 1, 2, 4],87.27333333333333
[3, 4, 1, 2, 3, 0],93.25666666666666
[2, 2, 2, 3, 0, 0],91.93333333333334
[0, 1, 1, 1, 2, 3],91.94
[0, 2, 0, 2, 1, 3],92.15999999999998
[2, 3, 3, 1, 3, 3],94.3
[3, 3, 0, 0, 3, 3],92.14666666666666
[1, 1, 2, 4, 0, 4],85.43666666666667
[1, 2, 0, 3, 4, 1],91.46999999999998
[2, 0, 2, 4, 3, 1],90.98
[1, 2, 0, 3, 1, 2],92.40333333333332
[1, 4, 1, 2, 4, 4],78.38666666666667
[0, 2, 1, 2, 2, 1],88.52333333333333
[1, 0, 2, 1, 3, 4],92.02666666666666
[2, 2, 2, 4, 1, 2],90.11
[4, 0, 2, 2, 0, 2],89.83
[2, 4, 1, 4, 3, 2],91.23
[3, 4, 0, 3, 0, 1],91.16333333333334
[1, 2, 1, 4, 1, 2],87.73
[4, 1, 4, 0, 4, 0],68.63666666666666
[4, 2, 3, 3, 4, 0],90.15000000000002
[2, 0, 1, 0, 1, 0],88.73
[1, 4, 1, 4, 2, 2],89.07000000000001
